timestamp,table_a,table_b
3/22/2019 16:39:52,A is a condense of B,B is a sublimate of A
3/22/2019 16:40:01,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 16:40:02,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:40:03,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:40:37,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:40:42,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:40:42,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:40:58,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:41:10,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:41:27,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:42:52,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 16:43:16,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:43:29,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:44:47,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:45:05,Table A is wider than Table B,Thinner
3/22/2019 16:45:22,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:45:35,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 16:45:43,Table A is shorter than Table B,Table B is narrower than Table A
3/22/2019 16:46:22,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:47:07,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 16:50:37,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 16:50:38,Table B is taller than Table A,Table B is taller than Table A
3/22/2019 16:51:12,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:52:12,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:53:10,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 16:53:30,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 16:54:26,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 16:54:45,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 16:54:55,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:55:30,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 16:55:56,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:56:43,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:57:08,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:58:13,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:58:31,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:58:33,Table A is wider than Table B,NA
3/22/2019 16:58:56,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:59:33,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:59:34,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 16:59:44,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 17:01:30,Table A is shorter than Table B,Table B is narrower than Table A
3/22/2019 17:01:35,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:02:00,Tabular,Vectorial
3/22/2019 17:03:15,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:03:15,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:03:46,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:03:51,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:04:10,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 17:04:15,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:04:23,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:05:03,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:05:38,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:05:53,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 17:06:28,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:07:27,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:07:30,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 17:07:31,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 17:07:36,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:07:41,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 17:07:52,Table A is shallower than Table B,Table B is taller than Table A
3/22/2019 17:08:30,Table A is wider than Table B,Table B is deeper than Table A
3/22/2019 17:08:31,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 17:08:37,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:09:01,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:09:04,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:09:21,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:09:26,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 17:09:30,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 17:09:51,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:10:40,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:10:57,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:11:01,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 17:11:46,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 17:11:59,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:12:46,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:13:28,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:13:48,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:14:34,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 17:14:41,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 17:15:33,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 17:16:42,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:16:54,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 17:16:55,Table A is shallower than Table B,Table B is longer than Table A
3/22/2019 17:18:00,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 17:18:08,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:18:38,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:18:49,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 17:20:10,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 17:20:56,Table A is more compact than Table B,Table B is taller than Table A
3/22/2019 17:21:00,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 17:21:50,Compact,Slack
3/22/2019 17:21:57,Table A is wider than Table B,Table B is deeper than Table A
3/22/2019 17:23:05,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:23:25,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:23:25,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:23:27,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:23:32,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:23:38,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:23:47,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:23:49,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 17:23:53,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 17:24:41,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:24:57,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:24:59,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 17:26:07,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 17:26:14,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:27:00,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:27:23,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:27:25,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:27:55,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:27:57,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:27:58,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:28:33,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:29:26,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:29:45,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 17:29:58,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 17:29:58,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 17:30:51,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:30:53,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 17:31:32,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 17:32:21,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 17:32:37,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:36:37,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 17:36:41,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:38:03,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:38:37,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:39:05,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:39:33,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:39:49,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 17:39:53,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:40:00,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:40:54,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 17:41:28,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 17:41:43,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:42:02,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 17:42:32,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:43:33,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:43:56,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 17:44:13,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 17:44:23,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:46:07,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 17:46:18,Table A is wider than Table B,Table B is deeper than Table A
3/22/2019 17:46:24,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 17:47:11,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:47:16,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:47:19,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 17:47:38,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 17:48:31,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:49:33,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:49:35,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:50:45,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:50:53,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:51:14,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:52:04,Denser,Sparser
3/22/2019 17:53:27,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:55:17,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 17:55:30,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:55:32,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:55:35,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:55:53,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 17:56:10,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 17:56:37,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:56:49,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 17:57:39,Table A is shallower than Table B,Table B is taller than Table A
3/22/2019 17:57:53,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 17:58:56,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:01:16,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:01:24,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:01:52,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:01:53,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:03:27,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:03:49,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 18:03:55,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 18:04:40,Table A is shorter than Table B,Table B is deeper than Table A
3/22/2019 18:05:53,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:06:35,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:07:15,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:07:15,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:07:24,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:07:27,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:07:28,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 18:08:58,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 18:09:20,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:09:30,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:10:38,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:11:38,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 18:11:55,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:12:18,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 18:12:36,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 18:12:51,squash,stack
3/22/2019 18:13:03,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 18:13:44,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:14:13,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 18:14:18,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:14:48,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:15:00,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:16:11,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:16:18,wider and shorter,thinner and longer
3/22/2019 18:16:41,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 18:18:25,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 18:18:57,shorter and wider but not shallower,Not deeper
3/22/2019 18:19:05,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 18:20:20,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:20:44,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 18:20:57,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:21:16,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 18:21:18,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:21:25,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:22:22,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 18:22:40,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:23:20,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 18:24:21,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:24:23,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:24:43,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 18:25:32,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:26:37,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 18:27:10,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:28:33,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:28:39,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:28:40,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:30:31,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:30:38,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 18:30:40,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 18:31:57,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:32:05,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 18:32:40,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:33:49,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:33:49,Table A is wider than Table B,Unbind variables for each id
3/22/2019 18:33:55,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:34:20,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 18:35:37,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:35:56,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:36:54,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:37:10,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:37:44,Table A is shorter than Table B,Table B is narrower than Table A
3/22/2019 18:38:15,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:40:09,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:41:28,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:41:51,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:44:38,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:44:57,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:45:24,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 18:45:51,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:49:14,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 18:49:17,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:50:49,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:51:04,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:51:13,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 18:52:32,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:54:07,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 18:57:09,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 18:57:16,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 18:58:08,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 18:58:37,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 18:59:20,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:00:14,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:00:51,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 19:01:56,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:02:57,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 19:03:08,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:04:48,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:05:02,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:05:52,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 19:07:03,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 19:08:41,Table A is more compressed than Table B.,Table B is more stretched out than Table A.
3/22/2019 19:09:00,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 19:09:28,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 19:09:55,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:09:57,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 19:10:19,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:11:47,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:11:49,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:12:09,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:13:56,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:14:35,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:16:17,Table A is shallower than Table B,Table B is narrower than Table A
3/22/2019 19:16:19,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:18:39,Table A is shallower than Table B,Table B is taller than Table A
3/22/2019 19:19:07,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 19:20:18,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 19:21:01,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 19:21:19,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 19:23:23,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 19:23:40,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:24:02,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 19:24:17,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:24:46,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:24:56,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 19:25:34,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:26:14,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 19:26:17,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 19:26:26,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:27:03,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:27:24,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:28:02,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:28:13,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 19:28:36,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 19:28:56,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:29:19,Table A is shallower than Table B,Table B is longer than Table A
3/22/2019 19:29:32,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 19:30:53,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:31:25,Table A is fatter than table B,Table B is taller than Table A
3/22/2019 19:32:03,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:32:39,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 19:33:21,Table A is wider than Table B,Tidier
3/22/2019 19:33:47,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:36:32,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:37:39,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:37:44,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:38:34,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:38:38,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:40:03,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 19:40:31,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:40:54,Table A is shallower than Table B,Table B is longer than Table A
3/22/2019 19:42:42,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:43:47,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 19:44:51,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 19:45:11,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:46:26,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 19:46:34,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 19:46:57,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 19:47:46,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 19:48:40,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:49:46,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:51:12,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:51:17,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 19:51:43,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:53:56,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 19:54:06,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:55:15,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:56:00,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:56:11,Flatter,Table B is deeper than Table A
3/22/2019 19:57:02,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:58:45,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 19:59:31,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:00:25,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:00:35,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:02:16,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:03:48,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 20:05:19,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:05:24,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:05:34,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:05:45,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:05:53,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:06:39,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 20:07:26,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:07:35,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:08:48,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:08:49,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 20:09:17,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 20:09:38,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 20:10:10,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:10:39,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 20:10:59,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 20:12:36,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 20:13:07,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:14:19,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:14:53,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:15:39,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 20:16:06,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:17:06,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:18:59,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 20:19:40,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 20:20:10,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:22:08,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:22:58,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:23:35,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 20:24:28,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:26:21,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 20:27:09,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:27:54,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:28:41,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 20:30:17,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 20:30:19,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 20:31:18,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:31:48,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:33:52,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:34:14,In A each observation repeats only once,Needs more rows for each observation
3/22/2019 20:35:06,Table A is wider than Table B,"I think if I hadn't heard of ""wide"" and ""long"", I'd have intuitively called them wide and tall. I use gather() to make long, and reshape2::dcast() to make wide."
3/22/2019 20:35:30,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 20:40:02,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:41:09,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 20:41:13,Table A is wider than Table B,Table B is deeper than Table A
3/22/2019 20:41:51,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:42:17,Table A is shorter than Table B,Table B is deeper than Table A
3/22/2019 20:44:56,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 20:45:23,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 20:48:17,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:50:31,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 20:54:36,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 20:57:06,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 20:58:30,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:58:42,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 20:59:19,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 20:59:57,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 21:00:19,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 21:01:17,Table A is wider than Table B,Table B is longer than Table A
