timestamp,table_a,table_b
3/22/2019 12:46:40,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:46:48,Table A is shorter and wider than B,"Table B is more likely to be drafted in the NBA than Table A. Jk, it's taller and narrower than A. Good luck!"
3/22/2019 12:46:50,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:47:09,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:47:27,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:47:42,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:48:16,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:48:16,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:48:20,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:48:22,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:48:23,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:48:28,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:48:29,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:48:35,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:48:36,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 12:48:36,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:48:48,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:49:03,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:49:15,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:49:31,Compact. Far fewer data cells required in table A.,Expanded.
3/22/2019 12:49:35,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:49:37,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:50:08,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:50:08,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 12:50:11,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:50:14,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 12:50:18,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:50:19,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:50:22,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:51:05,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:51:21,Table A is thicc while Table B is a sticc,Table B is longer than Table A
3/22/2019 12:51:27,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:51:28,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:51:50,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:51:57,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:51:59,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 12:52:05,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 12:52:09,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:52:43,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:53:25,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:53:38,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:53:52,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:53:52,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:54:05,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:54:08,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:54:15,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:54:20,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:54:31,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:55:17,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:55:21,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:55:27,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:55:30,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:55:35,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:55:46,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:56:15,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:56:20,Table A is shorter than Table B,Table B is narrower than Table A
3/22/2019 12:56:43,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:57:09,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 12:57:19,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:58:00,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:58:14,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:58:25,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:58:38,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:58:54,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:58:59,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:59:06,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:59:07,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:59:58,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 12:59:59,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:00:08,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:00:12,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:00:15,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:00:41,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:00:52,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:00:55,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:01:03,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:01:11,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:01:20,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:01:31,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:01:36,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:01:37,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 13:01:40,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:02:13,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:02:25,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:02:46,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:02:49,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:02:57,Table A is wider than Table B,Skinnier/skinny
3/22/2019 13:03:24,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:03:26,Table A is wider than Table B,Table B is deeper than Table A
3/22/2019 13:03:29,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:03:38,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:03:41,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:03:41,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:03:47,A is the unpivot of B,B is the pivot of A
3/22/2019 13:04:16,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:04:18,"Table ""A"" covers less area than Table ""B""","Table ""B"" has creates options than Table ""A"""
3/22/2019 13:04:24,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:04:58,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:05:12,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:05:43,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:06:24,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 13:06:26,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:06:30,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:06:40,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 13:06:42,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:07:17,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:07:32,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:07:34,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:07:40,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:07:56,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:07:57,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:08:14,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:08:16,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:08:49,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 13:08:49,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:09:15,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 13:09:53,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:10:38,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:10:49,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:10:54,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:11:33,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:11:37,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:12:16,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 13:13:09,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:13:21,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:13:34,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:13:34,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:13:35,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:13:46,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:13:50,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 13:14:01,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 13:14:04,row_condensed,row_expanded
3/22/2019 13:14:06,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:14:07,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:14:08,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:14:22,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:14:25,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:14:31,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:14:57,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:15:11,Table A is wider than Table B,Table B is transposed of table A
3/22/2019 13:15:35,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:16:01,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:16:14,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:16:14,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:16:18,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:16:24,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:16:31,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:16:39,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:16:40,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:16:42,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 13:16:44,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:16:55,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 13:16:58,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 13:17:16,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:18:24,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:18:27,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:18:38,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:18:54,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:18:56,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:19:26,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:19:29,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:19:37,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:19:44,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:19:46,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:20:13,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:20:31,Table A is Russia,Table B is Chile
3/22/2019 13:20:48,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:21:00,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:21:08,Table A is the unstacked form of Table B,Table B is the stacked form of Table A
3/22/2019 13:21:11,Table A is the before picture of Table B.,Table B is the after photo of Table A
3/22/2019 13:21:24,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:21:46,Table A is wider than Table B,Table B is deeper than Table A
3/22/2019 13:22:07,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:22:08,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:22:13,Table A is more condensed than Table B,Table B is longer than Table A
3/22/2019 13:22:17,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:22:22,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:22:25,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:22:25,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:22:28,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:22:54,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:22:54,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:23:09,Table A is wider than Table B,Table B is deeper than Table A
3/22/2019 13:23:57,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:24:01,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 13:24:13,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:24:45,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:25:05,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:25:16,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:25:29,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:25:48,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:26:12,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:26:30,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:26:54,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:27:06,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:27:49,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:28:05,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:28:32,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:28:35,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 13:28:39,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 13:29:19,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:29:31,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 13:29:56,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:30:07,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:30:22,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:30:34,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:30:34,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:30:54,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:30:57,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 13:30:58,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 13:31:05,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:31:06,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:31:07,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:31:13,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:31:15,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:31:23,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:31:40,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:32:11,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:32:15,Table A is shorter than Table B,Table B is deeper than Table A
3/22/2019 13:32:47,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:33:04,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:33:14,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:33:51,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:34:06,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:34:09,Table A is more compact than table B,Table B is less compact than Table A
3/22/2019 13:34:30,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:35:21,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:35:26,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:35:52,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:36:14,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:37:00,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:37:21,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:37:25,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:37:26,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:37:36,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:37:56,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:38:20,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:38:32,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 13:38:40,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:38:41,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:38:50,Table A is more compact and easy to read,Table B is longer than Table A
3/22/2019 13:38:52,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:39:08,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:39:28,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 13:39:50,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:40:03,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 13:40:03,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 13:40:05,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:40:10,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:40:23,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:40:26,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 13:40:33,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:41:03,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:41:17,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:41:21,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:41:35,NA,Table B is longer than Table A
3/22/2019 13:41:41,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:42:27,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:42:52,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:42:56,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 13:43:39,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:44:03,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:44:03,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:44:03,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:44:42,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:45:04,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:45:15,shorter and fatter (wider),taller and thinner
3/22/2019 13:45:22,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:45:22,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:45:30,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:45:47,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:46:04,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:46:07,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:46:07,Short fat,Tall skinny
3/22/2019 13:46:13,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:46:30,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:46:54,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 13:46:59,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:47:37,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 13:47:38,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:47:49,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 13:47:55,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:47:59,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:48:16,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:48:40,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:49:08,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:49:15,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:49:23,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 13:49:24,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:49:42,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:50:24,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:50:42,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:50:47,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:51:18,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 13:52:30,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:52:52,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:53:21,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:53:50,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:54:00,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:54:14,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:54:20,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:54:36,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:54:59,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:55:10,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:55:24,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:55:24,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:55:27,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:56:15,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 13:56:17,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:56:39,Denser than Table B,Sparser than table A
3/22/2019 13:56:44,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:57:25,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:57:28,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:57:39,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:57:53,Table A is wider than Table B,"Table B is a panel, Table A is not"
3/22/2019 13:58:10,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 13:58:21,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:58:39,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:59:01,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 13:59:22,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 13:59:32,"Te same table, but different presentation or data set",NA
3/22/2019 14:00:22,Table is wide table b is long,Table B is longer than Table A
3/22/2019 14:00:22,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 14:00:30,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 14:00:52,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 14:01:07,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:01:24,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:01:39,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:01:44,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:02:31,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:02:54,Table A is wider than Table B,Table B is deeper than Table A
3/22/2019 14:03:14,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:03:24,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:03:57,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 14:04:04,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:04:16,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:04:26,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 14:04:29,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:04:31,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 14:04:54,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:04:57,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 14:05:08,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:05:20,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 14:06:03,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:06:29,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 14:06:36,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 14:06:43,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:06:57,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:06:58,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:07:04,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:07:13,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 14:07:24,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 14:08:32,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:09:01,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:09:39,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:09:46,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 14:09:52,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:09:59,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:10:12,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 14:10:16,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:10:39,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 14:10:44,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:10:48,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 14:10:53,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:10:54,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 14:11:05,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 14:11:33,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:11:37,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:12:50,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 14:13:34,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:14:53,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 14:15:10,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:15:47,Table A is shallower than Table B,Table B is longer than Table A
3/22/2019 14:16:31,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:16:42,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 14:16:48,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:17:00,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:17:23,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 14:18:00,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:18:15,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 14:18:35,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 14:18:58,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:19:19,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:20:04,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:20:44,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 14:20:44,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:21:44,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:21:47,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 14:22:07,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 14:22:24,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:22:56,notidy,tidy
3/22/2019 14:23:19,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 14:23:37,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 14:23:47,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 14:23:52,Table A is wider than Table B,Table B is narrower than Table A
